id,kind,area,surface,capability,handler,events,exposure,sdk,mcp,consumers,fixtures,platforms,status,nextGate,source,reason
"menu:labs/command-palette.js:18","menu","labs","dynamic menu (commands)","Tool: Select","src/js/labs/command-palette.js:18 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:18",""
"menu:labs/command-palette.js:19","menu","labs","dynamic menu (commands)","Tool: Subselect (nodes)","src/js/labs/command-palette.js:19 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:19",""
"menu:labs/command-palette.js:20","menu","labs","dynamic menu (commands)","Tool: Text","src/js/labs/command-palette.js:20 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:20",""
"menu:labs/command-palette.js:21","menu","labs","dynamic menu (commands)","Tool: Hand","src/js/labs/command-palette.js:21 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:21",""
"menu:labs/command-palette.js:22","menu","labs","dynamic menu (commands)","Tool: Zoom","src/js/labs/command-palette.js:22 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:22",""
"menu:labs/command-palette.js:23","menu","labs","dynamic menu (commands)","Tool: Camera","src/js/labs/command-palette.js:23 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:23",""
"menu:labs/command-palette.js:24","menu","labs","dynamic menu (commands)","Tool: Comment","src/js/labs/command-palette.js:24 commands()","click","contextual menu","none","none (R14)","render@2 selection@3 persist@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:24",""
"menu:labs/command-palette.js:25","menu","labs","dynamic menu (commands)","Play / Stop","src/js/labs/command-palette.js:25 commands()","click","contextual menu","none","none (R14)","render@3 persist@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:25",""
"menu:labs/command-palette.js:26","menu","labs","dynamic menu (commands)","Loop on/off","src/js/labs/command-palette.js:26 commands()","click","contextual menu","none","none (R14)","","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:26",""
"menu:labs/command-palette.js:27","menu","labs","dynamic menu (commands)","Ping-pong playback on/off","src/js/labs/command-palette.js:27 commands()","click","contextual menu","none","none (R14)","","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:27",""
"menu:labs/command-palette.js:28","menu","labs","dynamic menu (commands)","Onion skin on/off","src/js/labs/command-palette.js:28 commands()","click","contextual menu","none","none (R14)","","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:28",""
"menu:labs/command-palette.js:29","menu","labs","dynamic menu (commands)","Insert a keyframe (F6)","src/js/labs/command-palette.js:29 commands()","click","contextual menu","none","none (R14)","animation@1 persist@2 history@2 render@2 selection@3 native@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:29",""
"menu:labs/command-palette.js:30","menu","labs","dynamic menu (commands)","Blank keyframe (F7)","src/js/labs/command-palette.js:30 commands()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:30",""
"menu:labs/command-palette.js:31","menu","labs","dynamic menu (commands)","Insert a frame (F5)","src/js/labs/command-palette.js:31 commands()","click","contextual menu","none","none (R14)","history@2 animation@2 persist@3 selection@3 render@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:31",""
"menu:labs/command-palette.js:32","menu","labs","dynamic menu (commands)","Remove the frame","src/js/labs/command-palette.js:32 commands()","click","contextual menu","none","none (R14)","history@2 render@2 persist@3 selection@3 native@3 animation@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:32",""
"menu:labs/command-palette.js:33","menu","labs","dynamic menu (commands)","New layer","src/js/labs/command-palette.js:33 commands()","click","contextual menu","none","none (R14)","render@2 history@3 animation@3","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:33",""
"menu:labs/command-palette.js:34","menu","labs","dynamic menu (commands)","Duplicate the layer","src/js/labs/command-palette.js:34 commands()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:34",""
"menu:labs/command-palette.js:35","menu","labs","dynamic menu (commands)","Undo (Cmd+Z)","src/js/labs/command-palette.js:35 commands()","click","contextual menu","none","none (R14)","history@1 animation@2 render@2 selection@3 native@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:35",""
"menu:labs/command-palette.js:36","menu","labs","dynamic menu (commands)","Redo","src/js/labs/command-palette.js:36 commands()","click","contextual menu","none","none (R14)","history@1 animation@2 render@2 selection@3 native@3","","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:36",""
"menu:labs/command-palette.js:40","menu","labs","dynamic menu (commands)","Labs : ","src/js/labs/command-palette.js:40 commands()","click","contextual menu","none","none (R14)","","","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/labs/command-palette.js:40",""
"menu:layer-inout.js:1557","menu","animation-rigs-expressions","dynamic menu (buildBar)","Réinitialiser (pleine durée)","src/js/layer-inout.js:1557 buildBar()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 selection@2 native@2 persist@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1557",""
"menu:layer-inout.js:1564","menu","animation-rigs-expressions","dynamic menu (buildBar)","Parent in Time — lier le temps à…","src/js/layer-inout.js:1564 buildBar()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1564",""
"menu:layer-inout.js:1573","menu","animation-rigs-expressions","dynamic menu (buildBar)","Aligner à gauche (in)","src/js/layer-inout.js:1573 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1573",""
"menu:layer-inout.js:1574","menu","animation-rigs-expressions","dynamic menu (buildBar)","Aligner au centre","src/js/layer-inout.js:1574 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1574",""
"menu:layer-inout.js:1575","menu","animation-rigs-expressions","dynamic menu (buildBar)","Aligner à droite (out)","src/js/layer-inout.js:1575 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1575",""
"menu:layer-inout.js:1576","menu","animation-rigs-expressions","dynamic menu (buildBar)","Distribuer uniformément","src/js/layer-inout.js:1576 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1576",""
"menu:layer-inout.js:1577","menu","animation-rigs-expressions","dynamic menu (buildBar)","Échelonner (stagger)…","src/js/layer-inout.js:1577 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1577",""
"menu:layer-inout.js:1578","menu","animation-rigs-expressions","dynamic menu (buildBar)","Inverser l’ordre (flip)","src/js/layer-inout.js:1578 buildBar()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1578",""
"menu:layer-inout.js:1579","menu","animation-rigs-expressions","dynamic menu (buildBar)","Sélectionner 1 sur 2","src/js/layer-inout.js:1579 buildBar()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1579",""
"menu:layer-inout.js:1581","menu","animation-rigs-expressions","dynamic menu (buildBar)","Inverser la sélection","src/js/layer-inout.js:1581 buildBar()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/layer-inout.js:1581",""
"menu:markers.js:145","menu","animation-rigs-expressions","dynamic menu (buildEl)","Renommer le repère…","src/js/markers.js:145 buildEl()","click","contextual menu","none","none (R14)","history@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:145",""
"menu:markers.js:146","menu","animation-rigs-expressions","dynamic menu (buildEl)","Aller à ce repère","src/js/markers.js:146 buildEl()","click","contextual menu","none","none (R14)","animation@1 persist@2 selection@2 render@2 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:146",""
"menu:markers.js:148","menu","animation-rigs-expressions","dynamic menu (buildEl)","Supprimer le repère","src/js/markers.js:148 buildEl()","click","contextual menu","none","none (R14)","history@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:148",""
"menu:markers.js:198","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Ajouter un repère ici (frame ","src/js/markers.js:198 initRulerMenu()","click","contextual menu","none","none (R14)","history@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:198",""
"menu:markers.js:199","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Ajouter un repère nommé…","src/js/markers.js:199 initRulerMenu()","click","contextual menu","none","none (R14)","history@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:199",""
"menu:markers.js:204","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Repère suivant  (Maj+→)","src/js/markers.js:204 initRulerMenu()","click","contextual menu","none","none (R14)","animation@2 render@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:204",""
"menu:markers.js:205","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Repère précédent  (Maj+←)","src/js/markers.js:205 initRulerMenu()","click","contextual menu","none","none (R14)","animation@2 render@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:205",""
"menu:markers.js:207","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Grille BPM…","src/js/markers.js:207 initRulerMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:207",""
"menu:markers.js:208","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Réduire la composition à la zone de travail","src/js/markers.js:208 initRulerMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:208",""
"menu:markers.js:210","menu","animation-rigs-expressions","dynamic menu (initRulerMenu)","Supprimer tous les repères","src/js/markers.js:210 initRulerMenu()","click","contextual menu","none","none (R14)","history@1 persist@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/markers.js:210",""
"menu:media-library.js:535","menu","media-import-export","dynamic menu (buildRow)","Select the layer","src/js/media-library.js:535 buildRow()","click","contextual menu","none","none (R14)","persist@3 selection@3 animation@3 render@3","mesh | media | export","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:535",""
"menu:media-library.js:536","menu","media-import-export","dynamic menu (buildRow)","Insert a copy on the active layer","src/js/media-library.js:536 buildRow()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 animation@3 selection@3 native@3","mesh | media | export","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:536",""
"menu:media-library.js:543","menu","media-import-export","dynamic menu (buildRow)","Relink / replace the file…","src/js/media-library.js:543 buildRow()","click","contextual menu","none","none (R14)","native@1 history@2 render@2 selection@3 animation@3 persist@3","mesh | media | export","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:543",""
"menu:media-library.js:553","menu","media-import-export","dynamic menu (buildRow)","Relink / replace the file…","src/js/media-library.js:553 buildRow()","click","contextual menu","none","none (R14)","native@1 history@2 render@3","mesh | media | export","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:553",""
"menu:media-library.js:560","menu","media-import-export","dynamic menu (buildRow)","Delete the track","src/js/media-library.js:560 buildRow()","click","contextual menu","none","none (R14)","","mesh | media | export","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:560",""
"menu:media-library.js:564","menu","media-import-export","dynamic menu (buildRow)","Remove from the library","src/js/media-library.js:564 buildRow()","click","contextual menu","none","none (R14)","","mesh | media | export","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/media-library.js:564",""
"menu:motion-preset-picker.js:56","menu","animation-rigs-expressions","dynamic menu (renderTabs)","Renommer…","src/js/motion-preset-picker.js:56 renderTabs()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion-preset-picker.js:56",""
"menu:motion-preset-picker.js:58","menu","animation-rigs-expressions","dynamic menu (renderTabs)","Supprimer l\'onglet","src/js/motion-preset-picker.js:58 renderTabs()","click","contextual menu","none","none (R14)","animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion-preset-picker.js:58",""
"menu:motion.js:10620","menu","animation-rigs-expressions","dynamic menu (renderDiscreteKeyGridRow)","Delete this key","src/js/motion.js:10620 renderDiscreteKeyGridRow()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:10620",""
"menu:motion.js:11015","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Delete this key","src/js/motion.js:11015 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11015",""
"menu:motion.js:11018","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Add a key here","src/js/motion.js:11018 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 animation@1 render@1 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11018",""
"menu:motion.js:11024","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Edit the ease curve…","src/js/motion.js:11024 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 render@2 persist@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11024",""
"menu:motion.js:11040","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Easy Ease  (F9)","src/js/motion.js:11040 trackRowHtml()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11040",""
"menu:motion.js:11041","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Easy Ease In  (Shift+F9)","src/js/motion.js:11041 trackRowHtml()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11041",""
"menu:motion.js:11042","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Easy Ease Out  (Cmd+Shift+F9)","src/js/motion.js:11042 trackRowHtml()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11042",""
"menu:motion.js:11043","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Linear  (Cmd+Alt+K)","src/js/motion.js:11043 trackRowHtml()","click","contextual menu","none","none (R14)","history@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11043",""
"menu:motion.js:11051","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Distribute evenly","src/js/motion.js:11051 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11051",""
"menu:motion.js:11052","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Flip order","src/js/motion.js:11052 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 native@3 selection@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11052",""
"menu:motion.js:11053","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Subdivide (key at midpoint)","src/js/motion.js:11053 trackRowHtml()","click","contextual menu","none","none (R14)","history@1 render@1 animation@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11053",""
"menu:motion.js:11054","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Color the keys…","src/js/motion.js:11054 trackRowHtml()","click","contextual menu","none","none (R14)","history@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11054",""
"menu:motion.js:11059","menu","animation-rigs-expressions","dynamic menu (action)","Remove the color","src/js/motion.js:11059 action()","click","contextual menu","none","none (R14)","history@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11059",""
"menu:motion.js:11061","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Select every other one","src/js/motion.js:11061 trackRowHtml()","click","contextual menu","none","none (R14)","render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11061",""
"menu:motion.js:11062","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Select 1 in N…","src/js/motion.js:11062 trackRowHtml()","click","contextual menu","none","none (R14)","render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11062",""
"menu:motion.js:11066","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Keep at random…","src/js/motion.js:11066 trackRowHtml()","click","contextual menu","none","none (R14)","render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11066",""
"menu:motion.js:11071","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Invert the selection","src/js/motion.js:11071 trackRowHtml()","click","contextual menu","none","none (R14)","render@1 animation@2","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11071",""
"menu:motion.js:11081","menu","animation-rigs-expressions","dynamic menu (trackRowHtml)","Parent in Time — link time to…","src/js/motion.js:11081 trackRowHtml()","click","contextual menu","none","none (R14)","render@1 history@2 animation@2 persist@3 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11081",""
"menu:motion.js:11591","menu","animation-rigs-expressions","dynamic menu (decorateMotionPropertyRow)","Expression controls…","src/js/motion.js:11591 decorateMotionPropertyRow()","click","contextual menu","none","none (R14)","history@2 persist@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11591",""
"menu:motion.js:11595","menu","animation-rigs-expressions","dynamic menu (decorateMotionPropertyRow)","Bake expression to keyframes…","src/js/motion.js:11595 decorateMotionPropertyRow()","click","contextual menu","none","none (R14)","render@2 history@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:11595",""
"menu:motion.js:353","menu","animation-rigs-expressions","dynamic menu (openExprControlsMenu)","Add a control…","src/js/motion.js:353 openExprControlsMenu()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:353",""
"menu:motion.js:372","menu","animation-rigs-expressions","dynamic menu (openExprControlsMenu)","Existing controls:","src/js/motion.js:372 openExprControlsMenu()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:372",""
"menu:motion.js:376","menu","animation-rigs-expressions","dynamic menu (action)","Rename…","src/js/motion.js:376 action()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:376",""
"menu:motion.js:382","menu","animation-rigs-expressions","dynamic menu (action)","Move up","src/js/motion.js:382 action()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:382",""
"menu:motion.js:383","menu","animation-rigs-expressions","dynamic menu (action)","Move down","src/js/motion.js:383 action()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:383",""
"menu:motion.js:384","menu","animation-rigs-expressions","dynamic menu (action)","Delete","src/js/motion.js:384 action()","click","contextual menu","none","none (R14)","history@1 persist@2 render@2 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:384",""
"menu:motion.js:7429","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Rename","src/js/motion.js:7429 renderLayerListMotion()","click","contextual menu","none","none (R14)","render@2 selection@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7429",""
"menu:motion.js:7434","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Remove from the folder","src/js/motion.js:7434 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 history@2 animation@2 render@2 selection@3 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7434",""
"menu:motion.js:7444","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Convert to component","src/js/motion.js:7444 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 selection@2 animation@2 render@2 history@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7444",""
"menu:motion.js:7445","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Break apart the component","src/js/motion.js:7445 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 selection@2 animation@2 render@2 history@2 native@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7445",""
"menu:motion.js:7446","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Insert a camera layer","src/js/motion.js:7446 renderLayerListMotion()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7446",""
"menu:motion.js:7447","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Import an audio track…","src/js/motion.js:7447 renderLayerListMotion()","click","contextual menu","none","none (R14)","","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7447",""
"menu:motion.js:7448","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Split into layers (one shape per layer)","src/js/motion.js:7448 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@3 history@3 animation@3 render@3","static-props | keyed-props | expression-props | held-frames | text | migration","browser and desktop","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7448",""
"menu:motion.js:7449","menu","animation-rigs-expressions","dynamic menu (renderLayerListMotion)","Cut at the playhead  (⌘⇧D)","src/js/motion.js:7449 renderLayerListMotion()","click","contextual menu","none","none (R14)","persist@2 history@2 render@2 selection@3 native@3 animation@3","static-props | keyed-props | expression-props | held-frames | text | migration","desktop (native bridge); browser degrades or is gated","inventoried","R12/R13: characterize against a fixture and diagnostics","src/js/motion.js:7449",""
