issue,title,previous_state,disposition,result_state,priority,area,kind,related_remediation,rationale,evidence
590,les différents projets ouvert dans némo (onglet de projet) devraient apparaitren,OPEN,close_completed,CLOSED,P2,Document,Feature,R09; R18; R20,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/590; https://github.com/mysteropodes/nemo/issues/590#issuecomment-5481546591; https://github.com/mysteropodes/nemo/pull/309; https://github.com/mysteropodes/nemo/commit/0d2bcac1550cad90ed496c5de245d9b6ba35b41c
591,"il faudrait un render manager un peu plus pousser, la possibilité d'envoyé diffé",OPEN,keep_open,OPEN,P1,Media,Feature,R04; R18; R21,"PR #311 is merged into current main and adds a batch queue, but the requested multi-composition source workflow is explicitly not connected. Keep that remaining Render Manager capability open.",https://github.com/mysteropodes/nemo/issues/591; https://github.com/mysteropodes/nemo/issues/591#issuecomment-5481546965; https://github.com/mysteropodes/nemo/pull/311; https://github.com/mysteropodes/nemo/commit/d6f4126d628b2a5c5e234f8d99e9c633e70238b2
592,ce panel devrait apparraitre directement dans le panel droit text et surtout êtr,OPEN,close_completed,CLOSED,P3,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/592; https://github.com/mysteropodes/nemo/issues/592#issuecomment-5481547279; https://github.com/mysteropodes/nemo/pull/316; https://github.com/mysteropodes/nemo/pull/317; https://github.com/mysteropodes/nemo/commit/229ce666b744fb10c939e94d7818de6053a6c705; https://github.com/mysteropodes/nemo/commit/3372515f774c179e3d3b991a416a3142344ac84f
593,toujours pas de keyframes de properties par rapport au animation de texte dans l,CLOSED,retain_closed,CLOSED,P1,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/593; https://github.com/mysteropodes/nemo/pull/314
594,"petit pblm de mise en page, d'import d'image et de couleur sur l'import figma et",OPEN,close_completed,CLOSED,P2,Document,Bug,R09; R18; R20,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/594; https://github.com/mysteropodes/nemo/issues/594#issuecomment-5481548074; https://github.com/mysteropodes/nemo/pull/375; https://github.com/mysteropodes/nemo/commit/d483a13396e399c4af3e7d5246bfd916bf28ad0a; https://github.com/mysteropodes/nemo/commit/7496b20a706687eef98e21c0427f13c9cd33a89a
595,le raccourcis U ne révèle pas toute les keyframes notament des text animation,OPEN,close_completed,CLOSED,P2,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/595; https://github.com/mysteropodes/nemo/issues/595#issuecomment-5481548482; https://github.com/mysteropodes/nemo/commit/598d32d6eabcfb705d61871f9c7f1f64811f7755
596,le dossier parent ne deplace pas les layers avec lui parent. in time. Danc ce ca,CLOSED,retain_closed,CLOSED,P1,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/596; https://github.com/mysteropodes/nemo/issues/596#issuecomment-5481548817; https://github.com/mysteropodes/nemo/pull/327; https://github.com/mysteropodes/nemo/commit/d42b46e9447216981a20079a910d764b25d9fbc8
597,impossible de faire du multi select de calque dans animation 2D,CLOSED,retain_closed,CLOSED,P1,UI,Bug,R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/597; https://github.com/mysteropodes/nemo/issues/597#issuecomment-5481549142; https://github.com/mysteropodes/nemo/pull/329; https://github.com/mysteropodes/nemo/commit/824247168d022aa4565e30ea1223f9b790e9994b; https://github.com/mysteropodes/nemo/commit/16f606bc522e55196a31a9fcfdaff295e4cf3924
598,l'icon folder est bien mais quand on clic dessus pour ouvrir faudrait avoir la m,OPEN,close_completed,CLOSED,P3,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/598; https://github.com/mysteropodes/nemo/issues/598#issuecomment-5481549456; https://github.com/mysteropodes/nemo/commit/f2f75240b1ad466b7d7813e80a4d60306565cf8d
599,attention si je select une keyframe plus un in/out point et drag la barre verte ,CLOSED,retain_closed,CLOSED,P1,Animation,Bug,R08; R13; R18,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/599; https://github.com/mysteropodes/nemo/issues/599#issuecomment-5481549889; https://github.com/mysteropodes/nemo/pull/331; https://github.com/mysteropodes/nemo/commit/9f048a91b370776800a5a11a23826c430bf411bf
600,les expression ont l'air d'agir juste sur la bounding box pas les objets,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/600; https://github.com/mysteropodes/nemo/issues/600#issuecomment-5481550268; https://github.com/mysteropodes/nemo/commit/7c2f018fe27b10bd56454396425232626616f8f2
601,ça serait bien d'avoir la possibilité d'attacher un nouvel objet dans une keyfra,OPEN,close_completed,CLOSED,P1,Animation,Feature,R09; R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/601; https://github.com/mysteropodes/nemo/issues/601#issuecomment-5481550691; https://github.com/mysteropodes/nemo/pull/333
602,impossible de supprimer un point de tangents dans les courbes de tween avec alt ,OPEN,close_completed,CLOSED,P2,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/602; https://github.com/mysteropodes/nemo/issues/602#issuecomment-5481550992; https://github.com/mysteropodes/nemo/commit/102a7e4a9c62d90fae5968c19fd5c08b634e3879
603,dans le gestionnaire de fichier quand j'importe une vidéo je vois l'icon apparai,OPEN,close_completed,CLOSED,P1,Media,Bug,R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/603; https://github.com/mysteropodes/nemo/issues/603#issuecomment-5481551318; https://github.com/mysteropodes/nemo/commit/2bd94ea2db751c89f1e88ad914119dc02ddde634
604,"le save as enregistre toujours dans le json les video encoded en base 64, on ava",OPEN,close_completed,CLOSED,P1,Media,Bug,R09; R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/604; https://github.com/mysteropodes/nemo/issues/604#issuecomment-5481551642; https://github.com/mysteropodes/nemo/pull/350; https://github.com/mysteropodes/nemo/commit/a6667ad6d82d8492feb6dd5b4f46d82493577c17
605,drag le curseur de temps dans motion deslect le calque et donc les objet sur le ,OPEN,close_completed,CLOSED,P1,Animation,Bug,R09; R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/605; https://github.com/mysteropodes/nemo/issues/605#issuecomment-5481551977; https://github.com/mysteropodes/nemo/commit/c0f3a74e8133bc1d657a0ab2e551bf4927ebf3a6
606,les option de media devrait être dans media et preset pas dans le panel document,OPEN,close_completed,CLOSED,P3,Media,Feature,R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/606; https://github.com/mysteropodes/nemo/issues/606#issuecomment-5481552298; https://github.com/mysteropodes/nemo/pull/350; https://github.com/mysteropodes/nemo/commit/a6667ad6d82d8492feb6dd5b4f46d82493577c17
607,y a encore du français dans l'anglais notament le petit pop up d'aide qui apparr,OPEN,close_completed,CLOSED,P3,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/607; https://github.com/mysteropodes/nemo/issues/607#issuecomment-5481552673; https://github.com/mysteropodes/nemo/pull/353; https://github.com/mysteropodes/nemo/commit/56fb19c6406c73e443ba358ddd71ffc81eabf956
608,dans media y a des chose qui pourrait apparraitre en bouton icon plus que bouton,OPEN,close_completed,CLOSED,P3,Media,Feature,R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/608; https://github.com/mysteropodes/nemo/issues/608#issuecomment-5481553000; https://github.com/mysteropodes/nemo/pull/354; https://github.com/mysteropodes/nemo/commit/23a6dcaebff77c25124e13992acfdebac60222ec
609,si je supprime l'image ou vidéo importer sur le canvas je ne peux pas le redrop ,OPEN,keep_open,OPEN,P1,Media,Bug,R09; R04; R18; R21,"PR #359 is merged into current main, but embedded videos whose source layer is deleted still cannot be redropped because the panel retains no reusable bytes. This contradicts the requested panel-level persistence.",https://github.com/mysteropodes/nemo/issues/609; https://github.com/mysteropodes/nemo/issues/609#issuecomment-5481553291; https://github.com/mysteropodes/nemo/pull/359; https://github.com/mysteropodes/nemo/commit/c042c2e111aaab81ac5233d170cd09e3e3196a7d
610,tout ceci pourrait être des icons et même être dans les option de l'éléments imp,OPEN,close_completed,CLOSED,P3,Media,Feature,R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/610; https://github.com/mysteropodes/nemo/issues/610#issuecomment-5481553639; https://github.com/mysteropodes/nemo/pull/360; https://github.com/mysteropodes/nemo/commit/195a9fc2ec21dc8b4a3d1edffcb163c4b67c5ed7
611,impossible de drag dans le canvas un asset importé dans media et preset,OPEN,close_completed,CLOSED,P1,Media,Bug,R04; R18; R21,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/611; https://github.com/mysteropodes/nemo/issues/611#issuecomment-5481553944; https://github.com/mysteropodes/nemo/pull/370; https://github.com/mysteropodes/nemo/commit/1b16a657163735746a9ee775831549d31ce64bd5
612,Hello! ,CLOSED,retain_closed,CLOSED,P3,DevEx,Task,R01,"Already closed by the owner, with no later contradictory comment in the captured record. Retain the closed state; this triage does not independently claim reporter or runtime acceptance.",https://github.com/mysteropodes/nemo/issues/612; https://github.com/mysteropodes/nemo/issues/612#issuecomment-5481554357
613,"If I want to change the radius of one corner now, it rotates back first...",OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/613; https://github.com/mysteropodes/nemo/issues/613#issuecomment-5481554623; https://github.com/mysteropodes/nemo/pull/373; https://github.com/mysteropodes/nemo/commit/44b71981ddff069419a5d805a4f08037b54095fd
614,With 'gradient along path' you can't pick a joint option from the right menu.,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R16; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/614; https://github.com/mysteropodes/nemo/issues/614#issuecomment-5481554943; https://github.com/mysteropodes/nemo/pull/372; https://github.com/mysteropodes/nemo/commit/cac3efdf2b3398033d2aad5a205ec7571a66106b
615,quand j'ai deux élément sur un même calque et que je double clic avec select j'a,OPEN,close_completed,CLOSED,P2,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/615; https://github.com/mysteropodes/nemo/issues/615#issuecomment-5481555194; https://github.com/mysteropodes/nemo/pull/374; https://github.com/mysteropodes/nemo/commit/ba671361d9822b1b8cae72476ea3b29c1e3a791e
616,au double clic toujours box globale et pas individuelle,OPEN,close_completed,CLOSED,P1,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/616; https://github.com/mysteropodes/nemo/issues/616#issuecomment-5481555510; https://github.com/mysteropodes/nemo/pull/392; https://github.com/mysteropodes/nemo/pull/390; https://github.com/mysteropodes/nemo/commit/2b62a361b25c3a48d3511217cc09fefcd29da0be; https://github.com/mysteropodes/nemo/commit/cfdfffdc07768e3f4b8550c7e657f17e2d271e60
617,si je deselect un objet dupliqué avec duplicator alors impossible de le reselect,OPEN,close_completed,CLOSED,P1,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/617; https://github.com/mysteropodes/nemo/issues/617#issuecomment-5481555816; https://github.com/mysteropodes/nemo/pull/393; https://github.com/mysteropodes/nemo/commit/4f4c8f021377c0aa20ab130c1fbeb89a35ea07e3
618,les effectors de duplication ne sont pas animable il faudrait pouvoir animé et d,OPEN,close_completed,CLOSED,P1,Animation,Feature,R09; R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/618; https://github.com/mysteropodes/nemo/issues/618#issuecomment-5481556171; https://github.com/mysteropodes/nemo/pull/394; https://github.com/mysteropodes/nemo/pull/402; https://github.com/mysteropodes/nemo/commit/8be2daf5c5a9e5d3ae6729833807df39414aff0c; https://github.com/mysteropodes/nemo/commit/627ab978f9a2d929a3f6ba5a1d2940fff45f1613
619,"sur un objet selectionné fait avec brush, le properties du panel stroke n'agisse",OPEN,close_completed,CLOSED,P2,UI,Bug,R13; R17; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/619; https://github.com/mysteropodes/nemo/issues/619#issuecomment-5481556454; https://github.com/mysteropodes/nemo/pull/396; https://github.com/mysteropodes/nemo/commit/429191a0f886a639269e93cae673f6260a472d0c
620,dans motion le double clic dans le canvas sur plusieurs éléments ne révèle toujo,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/620; https://github.com/mysteropodes/nemo/issues/620#issuecomment-5481556905; https://github.com/mysteropodes/nemo/pull/395; https://github.com/mysteropodes/nemo/pull/398; https://github.com/mysteropodes/nemo/pull/399; https://github.com/mysteropodes/nemo/commit/9dc4418d6e7b84021ad422b4f1aa59e39ec12df8
621,Je pense que l'onglet document pourrait disparaitre et se mettre comme pour elem,OPEN,close_completed,CLOSED,P3,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/621; https://github.com/mysteropodes/nemo/issues/621#issuecomment-5481557155; https://github.com/mysteropodes/nemo/pull/397; https://github.com/mysteropodes/nemo/commit/cb0e2e52492296b4e4f7d628e84ff20492002058
622,"à mon avis l'onglet layer du panel droit pourrait disparaitre, référence plus be",OPEN,close_completed,CLOSED,P3,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/622; https://github.com/mysteropodes/nemo/issues/622#issuecomment-5481557502; https://github.com/mysteropodes/nemo/pull/406; https://github.com/mysteropodes/nemo/commit/8fc770199389e27eb9b83eba2c86aef2d538e2f2
623,si on select une shape dans dans elements alors dans layer properties on voit le,OPEN,close_completed,CLOSED,P2,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/623; https://github.com/mysteropodes/nemo/issues/623#issuecomment-5481557865; https://github.com/mysteropodes/nemo/pull/403; https://github.com/mysteropodes/nemo/commit/00c2f14ad5cc60d86852f20e2f67fd6340e5baee
624,il faudrait le lien github avec logo du projet sur la page de garde et dans abou,OPEN,close_completed,CLOSED,P3,UI,Feature,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/624; https://github.com/mysteropodes/nemo/issues/624#issuecomment-5481558193; https://github.com/mysteropodes/nemo/pull/404; https://github.com/mysteropodes/nemo/commit/e48695cab5f4d072be1353f41663207b146755cf
625,la bounding box perturbe quand j'utilise l'outil de texte avant de select le tex,OPEN,close_completed,CLOSED,P1,UI,Feature,R09; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/625; https://github.com/mysteropodes/nemo/issues/625#issuecomment-5481558626; https://github.com/mysteropodes/nemo/pull/405; https://github.com/mysteropodes/nemo/pull/407; https://github.com/mysteropodes/nemo/commit/b74fdaba91744a5b24a95feab9088deb7364fbd0; https://github.com/mysteropodes/nemo/commit/b28ac5c0c6f4732bffb5eafad69e4cc1c9b8c273
626,encore difficle de rentré dans un éléments d'ensemble pour accéder au bounding b,OPEN,close_completed,CLOSED,P1,UI,Bug,R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/626; https://github.com/mysteropodes/nemo/issues/626#issuecomment-5481558953; https://github.com/mysteropodes/nemo/commit/78251b4244fff9e303a8f9a7235d031a5dd8c9ea
627,le controleur/curseur time sa ligne bleu ne va pas jusqu'à la barre de scroll en,OPEN,close_completed,CLOSED,P3,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/627; https://github.com/mysteropodes/nemo/issues/627#issuecomment-5481559208; https://github.com/mysteropodes/nemo/commit/126d76cb3a09851bde01b67c0d4a0d67519344b9
628,le brush size properties dans motion n'agit pas,OPEN,close_completed,CLOSED,P1,Animation,Bug,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/628; https://github.com/mysteropodes/nemo/issues/628#issuecomment-5481559602; https://github.com/mysteropodes/nemo/commit/b94f027238483889c1bb22ef2e1e6dc92d1ce04f
629,avant d'ouvrir la section path d'une shape on devrait apath keyframable ça veut ,OPEN,close_completed,CLOSED,P1,Animation,Feature,R08; R13; R18,The owner records the issue as resolved and the cited commit or merged PR is an ancestor of current origin/main. No later contrary report is captured; reporter/runtime acceptance is not independently recorded.,https://github.com/mysteropodes/nemo/issues/629; https://github.com/mysteropodes/nemo/issues/629#issuecomment-5481559918; https://github.com/mysteropodes/nemo/commit/4532f2d6d2f898ff403545e156e6a0ff82e53a15
630,si je veux posé des keyframes sur fill et changer la couleurs je n'ai pas le bon,OPEN,close_completed,CLOSED,P1,Animation,Bug,R18,The selected Motion Fill/Stroke row now drives the color panel and creates keys; maintainer verified the brush workflow and merged PR #414 is on current main. The distinct animated-render defect was tracked separately as #644.,https://github.com/mysteropodes/nemo/issues/630; https://github.com/mysteropodes/nemo/pull/414; https://github.com/mysteropodes/nemo/issues/644
631,le path dans le layer de shape propertie dans motion à plus de path que avec l'o,OPEN,close_completed,CLOSED,P1,Animation,Bug,R18,Motion Path vertices now use the vector-brush centerline shown by Select/Subselect after merged PR #412.,https://github.com/mysteropodes/nemo/issues/631; https://github.com/mysteropodes/nemo/pull/412
632,pourquoi un trim path peut supprimé le fill d'une shape ?,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R17; R18,A full 0-100 Trim Path is now geometry/fill neutral in both live render and export after merged PR #419; partial-trim fill removal is documented intentional behavior.,https://github.com/mysteropodes/nemo/issues/632; https://github.com/mysteropodes/nemo/pull/419
633,si j'importe un calque son dans la timeline motion celui ci apparait à droite de,OPEN,close_completed,CLOSED,P1,Media,Bug,R18,Audio layer rows now rebuild and display in Motion through merged PR #420.,https://github.com/mysteropodes/nemo/issues/633; https://github.com/mysteropodes/nemo/pull/420
634,"pour joystick et slider, il faudrait pouvoir les déplacé dans le canvas si on cl",OPEN,close_completed,CLOSED,P2,Animation,Feature,R18,"Widget body drag/properties and the remaining puck motion-path behavior landed in merged PRs #427 and #456, completing all three requested parts.",https://github.com/mysteropodes/nemo/issues/634; https://github.com/mysteropodes/nemo/pull/427; https://github.com/mysteropodes/nemo/pull/456
635,retour encore sur joystick and slider dans layer properties on devrait pouvoir l,OPEN,close_completed,CLOSED,P2,Animation,Feature,R18,Rig-widget axes gained direct add-link controls in Layer Properties through merged PR #428.,https://github.com/mysteropodes/nemo/issues/635; https://github.com/mysteropodes/nemo/pull/428
636,le layer camera n'apparait pas dans motion il faudrait le mettre avec ses propre,OPEN,close_completed,CLOSED,P2,Animation,Feature,R18,"Camera layer, keys, speed curve, and properties are now available in Motion after merged PR #425 and direct verification.",https://github.com/mysteropodes/nemo/issues/636; https://github.com/mysteropodes/nemo/pull/425
637,les bouton de document devrait wrapper si je resize plus petit le panel droit et,OPEN,close_completed,CLOSED,P2,UI,Bug,R18,Document controls now wrap within narrow panels after measured verification and merged PR #418.,https://github.com/mysteropodes/nemo/issues/637; https://github.com/mysteropodes/nemo/pull/418
638,le resize de document n'est pas en temps réel pendant drag de value,OPEN,close_completed,CLOSED,P2,UI,Bug,R18,Document size now updates continuously during unlinked value scrub through merged PR #417.,https://github.com/mysteropodes/nemo/issues/638; https://github.com/mysteropodes/nemo/pull/417
639,rulers par default désactiver pour nouvelle session. laisser activé lors de l'en,OPEN,close_completed,CLOSED,P2,UI,Feature,R18,Rulers now default off and the workspace preference persists after merged PR #417.,https://github.com/mysteropodes/nemo/issues/639; https://github.com/mysteropodes/nemo/pull/417
640,si clayer camera visble (icon eye active) il faut que ça agisse comme dans les s,OPEN,close_completed,CLOSED,P1,Animation,Bug,R18,Camera-view manual pan/zoom now persists during scrub and was directly verified after merged PR #426.,https://github.com/mysteropodes/nemo/issues/640; https://github.com/mysteropodes/nemo/pull/426
641,si je clic sur un élement dans animation 2D je vois apparaitre le panel document,OPEN,close_completed,CLOSED,P2,UI,Bug,R18,Document panel now hides during element selection after merged PR #418.,https://github.com/mysteropodes/nemo/issues/641; https://github.com/mysteropodes/nemo/pull/418
642,le combined shape est un peu en doublon j'ai l'impression y a un onglet et y a d,OPEN,close_completed,CLOSED,P2,UI,Task,R18,Duplicate Combined Shape controls were consolidated and interaction behavior delivered in merged PR #421.,https://github.com/mysteropodes/nemo/issues/642; https://github.com/mysteropodes/nemo/pull/421
643,pblm de bounding box et slection quand on a plusisuers layer dans le canvas. Le ,OPEN,close_completed,CLOSED,P1,UI,Bug,R18,Brush companion hit testing and posed multi-layer bounding boxes were fixed and directly verified in the merged change represented by commit ea22919.,https://github.com/mysteropodes/nemo/issues/643; https://github.com/mysteropodes/nemo/pull/416
644,la couleur fill de la shape du layer properties de motion  ne s'anime pas dans l,OPEN,close_completed,CLOSED,P0,Renderer,Bug,R17; R18,Animated fractional color channels no longer trap and disable the WASM renderer; merged PR #415 contains the fix and the maintainer verified interpolation.,https://github.com/mysteropodes/nemo/issues/644; https://github.com/mysteropodes/nemo/pull/415
645,si les keyframes sont actives dans les vertex de shape et que je bouge les verte,OPEN,close_completed,CLOSED,P1,Animation,Bug,R18,The initial bounding-box fix plus the later armed-vertex-track fix resolved both parts; merged PRs #423 and #453 are on current main and the maintainer exercised the full gesture.,https://github.com/mysteropodes/nemo/issues/645; https://github.com/mysteropodes/nemo/pull/423; https://github.com/mysteropodes/nemo/pull/453
646,pblm de slection d'lement dans le canvas il select le bon layer mais pas le bon ,CLOSED,retain_closed,CLOSED,P1,UI,Bug,R18,Canvas element hit testing and selection were directly rechecked in both modes after merged PR #422.,https://github.com/mysteropodes/nemo/issues/646; https://github.com/mysteropodes/nemo/pull/422
647,le fond du canvas ne devrait pas être affecté par un calque d'effet surtout en d,OPEN,close_completed,CLOSED,P0,Renderer,Bug,R17; R18,Canvas background was separated from effect-layer processing in merged PR #424; maintainer explicitly describes live and export coverage.,https://github.com/mysteropodes/nemo/issues/647; https://github.com/mysteropodes/nemo/pull/424
648,pour le motion path visible sur le canvas pourrais tu en plus des keyframes visi,CLOSED,retain_closed,CLOSED,P2,Animation,Feature,R18,Maintainer verified the requested continuous motion path and per-frame speed dots already existed on current main; cited commit 17d319b is an ancestor of current main.,https://github.com/mysteropodes/nemo/issues/648; https://github.com/mysteropodes/nemo/commit/17d319be1fa130cfc327d284d550aa1f0455848e
649,"2 cas à revoir pour le path d'une shape dans motion:
- l'outil subselect affiche",OPEN,close_completed,CLOSED,P1,Animation,Bug,R18,Both reported parts landed: transformed Subselect handles in PR #430 and global Path row alignment in PR #432.,https://github.com/mysteropodes/nemo/issues/649; https://github.com/mysteropodes/nemo/pull/430; https://github.com/mysteropodes/nemo/pull/432
650,j'ai select un objet avec un stroke noir et un fill rouge pourtant dans selected,OPEN,close_completed,CLOSED,P1,UI,Bug,R17; R18,Brush linked-fill color discovery and editing were fixed after reporter clarification in merged PR #431.,https://github.com/mysteropodes/nemo/issues/650; https://github.com/mysteropodes/nemo/pull/431
651,"2 choses dans motion layers properties je n'ai pas de dropdown menu de blend
- t",OPEN,close_completed,CLOSED,P2,UI,Feature,R18,Motion Blend access and selection highlight synchronization were both verified after merged PRs #429 and #422.,https://github.com/mysteropodes/nemo/issues/651; https://github.com/mysteropodes/nemo/pull/429; https://github.com/mysteropodes/nemo/pull/422
652,dans motion si je select une shape dans elements ça doit êtres les properties de,OPEN,close_completed,CLOSED,P2,UI,Bug,R18,Shape selection from all Elements entry points now drives Motion Layer Properties through merged PR #433.,https://github.com/mysteropodes/nemo/issues/652; https://github.com/mysteropodes/nemo/pull/433
653,le fill properties dans motion > timeline >layer > shape agit aussi sur le strok,OPEN,close_completed,CLOSED,P1,Renderer,Bug,R17; R18,The first incomplete pass was superseded by a real brush reproduction; separate brush Fill/Stroke behavior landed in merged PR #443.,https://github.com/mysteropodes/nemo/issues/653; https://github.com/mysteropodes/nemo/pull/443
654,le drag sur les keyframes de propriété dans motion > layer > transform ou tout a,OPEN,keep_open,OPEN,P2,Animation,Feature,R18,"Resolved label is unsupported: the drag-across-keyframe-button feature request has no maintainer comment, commit, PR, or validation evidence.",https://github.com/mysteropodes/nemo/issues/654
