scope	name	sha	disposition	archive_ref	reason
local	codex/nemo-r03-inventory	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/nemo-r03-inventory	exact tip and full reachable history already contained in audited origin/main
local	codex/nemo-r05-boundaries	2e37f07d4565a72daad1212bf3e9cecd14641077	candidate	refs/archive/local/codex/nemo-r05-boundaries	exact tip and full reachable history already contained in audited origin/main
local	codex/nemo-workspace-instructions	b4a7df88c7216997f0053beb7c3a7adecf015ef5	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/opacity-application-r09-20260906	16802cf4c25e5cdda54a557e611cf26c5d119af5	candidate	refs/archive/local/codex/opacity-application-r09-20260906	complete Git tree is identical to integrated main-history commit 4bd4931121e6a3b116c2191634ac1ae47277ed99; distinct commit history preserved in bundle
local	codex/opacity-default-curve-r09-20260906	ff32d100dbf3a48747a0d2e4f5555b40a4a68bdb	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/opacity-history-r09-20260906	16802cf4c25e5cdda54a557e611cf26c5d119af5	candidate	refs/archive/local/codex/opacity-history-r09-20260906	complete Git tree is identical to integrated main-history commit 4bd4931121e6a3b116c2191634ac1ae47277ed99; distinct commit history preserved in bundle
local	codex/opacity-history-r09-correction-20260906	7d8c242a30523aa04f9acb63cf09d5e578fe6486	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/property-mcp-production-20260906	582f51e2b0290207136629b634dcbf18b07069e2	candidate	refs/archive/local/codex/property-mcp-production-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/r01-adoption-candidate-20260905	464eb05eb59c083ac9484144f783e1658de394b0	candidate	refs/archive/local/codex/r01-adoption-candidate-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r03-baseline-resume-20260906	f1147c0806e4f511be3c46843c8ae4480e61e9b9	candidate	refs/archive/local/codex/r03-baseline-resume-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/r03-binding-followup-60a99813	2da73e8fbc026f464c4202957d589c94a010e372	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-binding-repair-1a65df38	ebd074410f4b0b1e5c3dfe3091b637ca9c0805c6	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-curve-assertion-7f23e4d9	c493157a982775bc9c91d64745799c89bc495271	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-declaration-continuations-20260905	f68fe1916a0ce332d14cce34b86ae00088d38c66	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-integrated-candidate-20260906	1053aa59ec6eb34b60234abeb79bbad606e9192e	retain		open PR head or base: #968
local	codex/r03-paired-input-0be70593	fdf4f77269ddb531989863112299a4e003071bd9	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-swatch-inventory-20260906	2584444dfc3fc4bc4d36a1cf44cb55ee23ea3728	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r03-swatch-regression-93ab5e1c	0265b257e4404dd7ae325a87f6298c4112756b95	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-adoption-resume-20260906	a2d7e51a133ae891e4d6c6c3c7c71afb188a5fae	candidate	refs/archive/local/codex/r05-adoption-resume-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/r05-app-js-full-coverage-20260905	c9ab6342abf62dd8d012c51258556e5123b13756	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-app-profile-docs-reconciled-20260905	ed52541bb1baa678212c3755f350e91f945ace2c	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-baseline-ratchet-20260905	1b0e77d77165f9a120aace877efeda26798bd588	candidate	refs/archive/local/codex/r05-baseline-ratchet-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r05-checker-followup-20260905	72e8bce0781f5a63a939c83359b7b976f23f2c39	candidate	refs/archive/local/codex/r05-checker-followup-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r05-checker-validation-20260905	3bc8e54db0f9b44067789e755f3eb09923c7bf8b	candidate	refs/archive/local/codex/r05-checker-validation-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r05-cli-drain-a2f974b5	73062b358090a67629653211d484a6860c717c99	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-coverage-policy-d6eacbac	b26967af316d76208d73f0a384cbda41e4c27a1b	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-eager-phase-d167d365	93ef911d9293406f2c0a55146f6e5957d92dbef8	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-integration-20260906	778daad654e658e65e7d9769fd989098afde5291	candidate	refs/archive/local/codex/r05-integration-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/r05-integration-lane-20260906	4c16e32cf653d000c832584e8f33f0f7cd0306e8	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-language-neutral-size-20260906	024da8bcd63540bb165cfc93a0915ff492abb0a9	retain		open PR head or base: #975
local	codex/r05-notice-regression-81d599	7123fd8c469d6545157b0e483f821e1c44066855	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-physical-alias-d75fc351	ad88e76122e09340e10fd746e24c2015efba5b44	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-script-inventory-ae71cebc	c53e351f28ba5355439ed693c157f7e95258ac1e	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-script-order-60224121	dc929cd197d3a5ec7d9100afe9883e68d934999c	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r05-source-discovery-90a3a455	ee526434e8dd2644e32ab44f76a2d537da881fd2	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-acceptance-integration-20260906	f6fb2cfae0813c68d470117a337ecdbfe16007ba	retain		open PR head or base: #963
local	codex/r06-browser-preview-bounded-20260905	ba8b8ac0da9eb9816449cf03a5aad20bf2502f37	candidate	refs/archive/local/codex/r06-browser-preview-bounded-20260905	complete Git tree is identical to integrated main-history commit 59f6e920134f8633c01ad3991ca6180e069947ce; distinct commit history preserved in bundle
local	codex/r06-browser-preview-integration-20260905	9d16c1f6bd67a27e1f912775b6586fd3b75d22a2	candidate	refs/archive/local/codex/r06-browser-preview-integration-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r06-browser-runtime-20260905	3acf73a2f5e4bacbf0562944c17d41e6d9a5f832	candidate	refs/archive/local/codex/r06-browser-runtime-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r06-build-controller-deadline	064a98b748f6068027df09821dd354b3fcbb5b67	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-build-runtime-20260905	f1f378c8691db1a1520899a7d6db5a624944fc19	candidate	refs/archive/local/codex/r06-build-runtime-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r06-hosted-ci-prereqs-20260906	67164ec58901bd52d148ce404f2466af66d3a3c5	retain		open PR head or base: #967
local	codex/r06-integration-resume-20260906	207a6dd4e72ae2dd9800b397ed6dd447a9948ccf	candidate	refs/archive/local/codex/r06-integration-resume-20260906	exact tip and full reachable history already contained in audited origin/main
local	codex/r06-isolation-corrections-20260905	d520e9495666ba098cf5fda2168aa81878a458e4	candidate	refs/archive/local/codex/r06-isolation-corrections-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r06-orphan-reservation-fix-20260906	f40ad512cb426ddb6d77b41dd28672fa3d560628	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-packaged-desktop-harness-20260906	36d83d5bc8f2bcdb72ea39e2e2f882edbedcfd61	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-project-entry-repaint-20260906	51572672b33634bb0a34fac5788f517b42e8cfa1	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-resume-repaint-20260906	dc1fb4d91a2ff887dc6910123d04cb54610cd475	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-standard-build-isolation	2d29c18fd44d9bc64fab03e83efb58d6ef0ec1db	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r06-stop-retain-safety	c49e9d0bd1fd99e2b85e44d4f910a17ec3098409	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r07-browser-source-isolation-20260905	93266464ca79f48c2feb211e027d1af26d2f08f2	candidate	refs/archive/local/codex/r07-browser-source-isolation-20260905	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
local	codex/r07-hosted-workflow-20260906	a92164c1d21704c7a213e311ed46916bc9d61d7f	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r07-runtime-fixture-paths-20260905	f728346a5592d37edd5ba7ce4891afe7d9053e23	candidate	refs/archive/local/codex/r07-runtime-fixture-paths-20260905	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
local	codex/r07-runtime-race-repro-20260905	b698291e6a4f1aa6bae96b8f423a35c4f08936bb	candidate	refs/archive/local/codex/r07-runtime-race-repro-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/r07-rust-test-count-016f3b8b	d6cf353b4ff81f0b49940dcff581cdbe6e52a7c4	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r08-loader-test-wiring-20260905	40ee5fd91ab5ddf57cf86ec93e562accea0fabf2	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/r09-matrix-refresh-08ecf185	8725798c450dda30439ee3d181b415f685b2515a	candidate	refs/archive/local/codex/r09-matrix-refresh-08ecf185	exact tip and full reachable history already contained in audited origin/main
local	codex/r09-matrix-review-corrections-20260905	62decabd08193d2489f047d3d89b0863cda6d2ea	candidate	refs/archive/local/codex/r09-matrix-review-corrections-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/recover-ci-checkin-doc-exemption-20260907	8666c74be3cf923ba3d71e1ca31409451ea02281	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/recover-r03-fixtures-20260906	0e6cd80f6e3a4020636bdb75f95598ff6ae47697	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/remediation-sprints-integration-20260905	b13c9d3260185b5a70b9b8c4aa1ec53fcc1aece5	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	codex/shareable-remediation-package	2ec97e2440708fae783babc4d9c9e777b520fb04	candidate	refs/archive/local/codex/shareable-remediation-package	exact tip and full reachable history already contained in audited origin/main
local	codex/tooling-test-discovery-20260905	874726d33f06287cd48854e8216e02a31d2ee0c7	candidate	refs/archive/local/codex/tooling-test-discovery-20260905	exact tip and full reachable history already contained in audited origin/main
local	codex/weekend-final-handoff-20260907	c0cb6a6b8670da5aa3eddbb438a606a1b51bc8e3	candidate	refs/archive/local/codex/weekend-final-handoff-20260907	exact tip and full reachable history already contained in audited origin/main
local	codex/worktree-lifecycle-cleanup-20260906	07096605ba8dc78629731c4b684fc41d13287737	retain		open PR head or base: #976
local	main	a598dd3e1486dc6422a731af1adf727055b76ddd	retain		default branch; protected branch; registered worktree branch; open PR head or base: #1002,#1001,#990,#989,#987,#982,#976,#975,#973,#968,#967,#963,#958,#955,#953,#952,#949,#946,#944,#740,#142,#4
local	pr944-fetch	dd39e5215f000031c5f75821913cce2e6f971db9	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	pr946-fetch	6d499212fdf447af439d66f5aadb905f6575110d	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	pr948-fetch	c5c9e079c3fed3dfa52348ed4cd1b52a8ce10c8f	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
local	pr954-fetch	32306fbcc1831fae7e05658e13709179f9d59c33	candidate	refs/archive/local/pr954-fetch	exact tip and full reachable history already contained in audited origin/main
local	recovery/r03-browser-render-20260906	43792eb9df2e110a6edf98ab2c68f5f297e35031	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
remote	GHproject_and_issue_triage	197f5bd276557745b02042e414c96abddd69acfe	candidate	refs/archive/remote/GHproject_and_issue_triage	exact tip and full reachable history already contained in audited origin/main
remote	chore/drop-ae-from-readme	b57aec20f75240eef49bf6ca00c753c82311672b	candidate	refs/archive/remote/chore/drop-ae-from-readme	exact tip and full reachable history already contained in audited origin/main
remote	chore/pre-public-cleanup	44adc0f5adc338a739f3f5f4709ba32fc4485fbc	candidate	refs/archive/remote/chore/pre-public-cleanup	exact tip and full reachable history already contained in audited origin/main
remote	chore/rotate-updater-key	80ff46fac245b734602b61bbe7101c4a9a7fe86f	candidate	refs/archive/remote/chore/rotate-updater-key	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/anamorphic-halo-and-8-effect-params	55a1857ba7cc7af2baa2f19325efdf99c15ca1d8	candidate	refs/archive/remote/claude/anamorphic-halo-and-8-effect-params	exact tip and full reachable history already contained in audited origin/main
remote	claude/bitmap-brush-selection-edit	f806e6a459c18729435ce8335ad228a273665643	candidate	refs/archive/remote/claude/bitmap-brush-selection-edit	complete Git tree is identical to integrated main-history commit 095869ef08c00f2252e67e8bd59999c1dabfd2ed; distinct commit history preserved in bundle
remote	claude/blur-quality-separable-gaussian	75a571a3b5ec6127fb6628789e33beb5cd8ed3f8	candidate	refs/archive/remote/claude/blur-quality-separable-gaussian	complete Git tree is identical to integrated main-history commit ca29219fef28a403802e29d358d8d7587e5dcdc5; distinct commit history preserved in bundle
remote	claude/brush-editor-access-and-p5brush-grain-noise	823a48240ffa6e42fec4d35d91a044b7ca3d3814	candidate	refs/archive/remote/claude/brush-editor-access-and-p5brush-grain-noise	exact tip and full reachable history already contained in audited origin/main
remote	claude/brush-menu-header	7495d10484b0558f5aa353c72dc84f3b7670690d	candidate	refs/archive/remote/claude/brush-menu-header	complete Git tree is identical to integrated main-history commit 8a905530306a089f8852082259727c57d21d86dd; distinct commit history preserved in bundle
remote	claude/brush-stroke-visual-separation	e12ffccfd2eb3e2e65df054fa9c3bedd7aad1ef9	candidate	refs/archive/remote/claude/brush-stroke-visual-separation	exact tip and full reachable history already contained in audited origin/main
remote	claude/calligraphic-nib	838a51e986d81cb487bc808f13f69150ddec44cd	candidate	refs/archive/remote/claude/calligraphic-nib	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/combine-vectorbrush-ring-geometry	e644b4d801ae058cf01395fc13894af426b80a98	candidate	refs/archive/remote/claude/combine-vectorbrush-ring-geometry	exact tip and full reachable history already contained in audited origin/main
remote	claude/dims-lock-icon-fix	c73b7bca0b700c8c96505ba18ec383364ed68f82	candidate	refs/archive/remote/claude/dims-lock-icon-fix	complete Git tree is identical to integrated main-history commit 4e13bac1657a4745058d6310f164b33a5c939220; distinct commit history preserved in bundle
remote	claude/dockable-tools-panel	8cb0e8a346e29262e233bb9eac6c78b837160c01	candidate	refs/archive/remote/claude/dockable-tools-panel	complete Git tree is identical to integrated main-history commit 430b0e660e2639befca8d9dbc0a1a7a154f9a20d; distinct commit history preserved in bundle
remote	claude/duplicate-layer-identity-flags	a66c3a57813a8f6e2e80d26d4224cf3eff5cc29c	candidate	refs/archive/remote/claude/duplicate-layer-identity-flags	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/effect-glow-vignette	98e32d7364343ad7f8f26270796ca2a6c101c4ea	candidate	refs/archive/remote/claude/effect-glow-vignette	complete Git tree is identical to integrated main-history commit 5a310c0dc91faf6096e170447a62a645fa9bcc47; distinct commit history preserved in bundle
remote	claude/effect-library-expansion	cf786c4390ef91e07d2f9308122d0179505b31b5	candidate	refs/archive/remote/claude/effect-library-expansion	complete Git tree is identical to integrated main-history commit 570be41faa0e2b7d171c45c53a14a7d6351b8afa; distinct commit history preserved in bundle
remote	claude/effects-export-supersample	5d9c72d6106d7f6335e00e96a771b9d0ff1d773c	candidate	refs/archive/remote/claude/effects-export-supersample	exact tip and full reachable history already contained in audited origin/main
remote	claude/effects-labels-i18n	9a104358f607cdb9083d2246478767911017c588	candidate	refs/archive/remote/claude/effects-labels-i18n	exact tip and full reachable history already contained in audited origin/main
remote	claude/elements-panel-stroke-row-pressure-brush	83a085840883a8005040bd70a369c65d0461f179	candidate	refs/archive/remote/claude/elements-panel-stroke-row-pressure-brush	exact tip and full reachable history already contained in audited origin/main
remote	claude/eraser-tool-opts-and-feedback-profile	bc08ea3c22bfa248a0b0a20df40c10e9425427be	candidate	refs/archive/remote/claude/eraser-tool-opts-and-feedback-profile	complete Git tree is identical to integrated main-history commit b2c9df414e9b2e808c6ae352144e2043c0b3b290; distinct commit history preserved in bundle
remote	claude/export-folder-engine-gate	cda808c94cf10893f6e97c0473d01dffb43f2137	candidate	refs/archive/remote/claude/export-folder-engine-gate	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/expr-controls	a26f818234beaf5d30be0ad1843c3167d24628be	candidate	refs/archive/remote/claude/expr-controls	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/expr-editor-height	419983408028bcfbd8d7cdc95310c5a2b370fd85	candidate	refs/archive/remote/claude/expr-editor-height	complete Git tree is identical to integrated main-history commit 87aa99ce0edeff71ae6341a0f5bd45e19c59af0d; distinct commit history preserved in bundle
remote	claude/expr-editor-scroll-fix	cced8380daea38e17bf75c7b1234fdb9e07dfaa3	candidate	refs/archive/remote/claude/expr-editor-scroll-fix	complete Git tree is identical to integrated main-history commit 801872e2bca6963a0b8b8600e30d39f2fbb2800f; distinct commit history preserved in bundle
remote	claude/expr-graph-plot	26f24b6fb54111aec183c0269720311800cd2765	candidate	refs/archive/remote/claude/expr-graph-plot	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/expression-engine-mvp	b0ec9ec81aa40c868ee368f7d6c12ae93da0f138	candidate	refs/archive/remote/claude/expression-engine-mvp	complete Git tree is identical to integrated main-history commit 14fcf077713829ed714711b84fdbb229953c132d; distinct commit history preserved in bundle
remote	claude/feedback-105-labs-i18n	41500b47cd29a630f13def169143c2cab7aa178f	candidate	refs/archive/remote/claude/feedback-105-labs-i18n	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-106-video-optim-badge	e6e5018af9ac6230c5762bf8b0ad88d9941249f0	candidate	refs/archive/remote/claude/feedback-106-video-optim-badge	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-107-delete-key-layer	38268d04fb0e67cb8766a7a88a9dd28149e8bba0	candidate	refs/archive/remote/claude/feedback-107-delete-key-layer	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-109-transplant-open-tabs	fdb378071bed43808b2e40e0fc80734445961134	candidate	refs/archive/remote/claude/feedback-109-transplant-open-tabs	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-110-fill-dab-crash	e3c3e84bde5f2ecbc78d34a87496b91239170cb9	candidate	refs/archive/remote/claude/feedback-110-fill-dab-crash	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-2026-07-26-recut	d6c398bcba7acbd61e073767809fee268dd4e7af	candidate	refs/archive/remote/claude/feedback-2026-07-26-recut	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-2026-07-26-suite	eb26243cb2d8e331a515a0eedb8e3adf3375a7ad	candidate	refs/archive/remote/claude/feedback-2026-07-26-suite	complete Git tree is identical to integrated main-history commit 02eaab2d9a71bc18ad4bddb2d1a3cc62a54894aa; distinct commit history preserved in bundle
remote	claude/feedback-59-null-layer-move	cbf1eb3a7e37ea375362087d198332fc88a05d93	candidate	refs/archive/remote/claude/feedback-59-null-layer-move	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-80-eyedropper-preset	3767383e0ba10050f70b95fbb700ff35a1796641	candidate	refs/archive/remote/claude/feedback-80-eyedropper-preset	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-81-brush-favorites	772c04729ec0f4030fd2cf2bb75dfa8f4f453b41	candidate	refs/archive/remote/claude/feedback-81-brush-favorites	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-82-brush-width-texture	5defe24350f4d20ee008842811db035c2dc732f7	candidate	refs/archive/remote/claude/feedback-82-brush-width-texture	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-82-width-vector-ribbon-texture	1768301ee9603ee8319d44a44d470ecc8fbabc68	candidate	refs/archive/remote/claude/feedback-82-width-vector-ribbon-texture	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-83-textbox-glyph-resize	1ef8b2da92c46384b6442083a66d398ca2207d6a	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
remote	claude/feedback-84-timeline-width	c08c6ae6e4f6b3816c00679a6f7bd522264695df	candidate	refs/archive/remote/claude/feedback-84-timeline-width	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-85-shortcut-and-shape-icons	9d218b0df1a6bad6c3e8d3dd58d5612717f519d2	candidate	refs/archive/remote/claude/feedback-85-shortcut-and-shape-icons	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-86-typography-fonts	750c111d449dbfed194804ce22e5afbadb0bb43b	candidate	refs/archive/remote/claude/feedback-86-typography-fonts	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-87-text-animator-reachable	c67a862da65099a8ea6fb715c36025f8508ef4e5	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
remote	claude/feedback-89-tween-dab-centerline	7a28efcae32570d3c6bfb98ab28d2cb72120aa0d	candidate	refs/archive/remote/claude/feedback-89-tween-dab-centerline	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-97-order-engine-warning	a8a3fdeef20a66f442d6c1302851c52980167eab	candidate	refs/archive/remote/claude/feedback-97-order-engine-warning	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-98-motion-edge-scale	bc585b5b4e1eef3ef91be51e40bdd1f312961c8d	candidate	refs/archive/remote/claude/feedback-98-motion-edge-scale	exact tip and full reachable history already contained in audited origin/main
remote	claude/feedback-silent-write-failure	837cde88ab9adb0be19236d911beea9c32615de9	candidate	refs/archive/remote/claude/feedback-silent-write-failure	exact tip and full reachable history already contained in audited origin/main
remote	claude/figma-style-panel	84b4a855f82ee299db4e707d6752d4d4734e0491	candidate	refs/archive/remote/claude/figma-style-panel	complete Git tree is identical to integrated main-history commit 4d131d572d89376f56c61e88e065cf431f910c06; distinct commit history preserved in bundle
remote	claude/fill-auto-gap-closure	e325f5f3bb63e584824284f0353040fb2e28592a	candidate	refs/archive/remote/claude/fill-auto-gap-closure	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fill-close-line-guide	139f9263e0ad47b40f1b20d5d803bfc9da43aef1	candidate	refs/archive/remote/claude/fill-close-line-guide	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fill-propagate-across-frames	c5d83b5680a67eaa72805b04fa1e161968329ad9	candidate	refs/archive/remote/claude/fill-propagate-across-frames	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fill-propagate-skip-held	28362caa059ba1775f0ce04602c941f99a434b77	candidate	refs/archive/remote/claude/fill-propagate-skip-held	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fillbrush-preserve-paths-on-merge	10d6eb7ea353598327262ed96418df81e98fd204	candidate	refs/archive/remote/claude/fillbrush-preserve-paths-on-merge	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fillclose-dab-perf	e4955576cacdc206b03529a3bab25c24a9511b0a	candidate	refs/archive/remote/claude/fillclose-dab-perf	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fillclose-snap-centerline	b38b3c68f52f10a738e20d6638e75954c472da6f	candidate	refs/archive/remote/claude/fillclose-snap-centerline	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fillclose-snap-guards	25e0bb78b80466bfc785895946dd0fc455cc4360	candidate	refs/archive/remote/claude/fillclose-snap-guards	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/fix-labs-float-panel-sm-t-race	6a3249f707ab1ce20cd04c377fc68daefc00965f	candidate	refs/archive/remote/claude/fix-labs-float-panel-sm-t-race	exact tip and full reachable history already contained in audited origin/main
remote	claude/folder-drag-children-completeness	d644dab1734dcc3aa9c05ee80d184f615c344bcb	candidate	refs/archive/remote/claude/folder-drag-children-completeness	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/folder-visibility-solo	34e64ab3cce3b297b7979ea237f35d3e6274004e	candidate	refs/archive/remote/claude/folder-visibility-solo	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/followpath-textbox-timeline-overflow	993962382688a0ca02626deed6b2f6a0357fa218	candidate	refs/archive/remote/claude/followpath-textbox-timeline-overflow	complete Git tree is identical to integrated main-history commit 1168ba8359853bac08e90e612f316b1d1faac12e; distinct commit history preserved in bundle
remote	claude/gradient-blur-effects	b9c058da3f3798cd92b09dd4467fe43e45e99dd4	candidate	refs/archive/remote/claude/gradient-blur-effects	exact tip and full reachable history already contained in audited origin/main
remote	claude/groups-guide-handles-brush-menu	c8593506aa9b6e66c3c83efa8c24114351226e10	candidate	refs/archive/remote/claude/groups-guide-handles-brush-menu	exact tip and full reachable history already contained in audited origin/main
remote	claude/guides-drag-and-gradient-gizmo	5e5e8c8ba7f6809099d6701cc72141826bb3e306	candidate	refs/archive/remote/claude/guides-drag-and-gradient-gizmo	exact tip and full reachable history already contained in audited origin/main
remote	claude/i18n-folder-strings	90dbaecc0e1dcd8d86c0da8f2a889b3acdd36835	retain		not proven retired: unique or unmerged history; owner/dependency reconciliation required
remote	claude/image-mesh	dbc205140a7b7c305fb7f3fbfbee66eaa1d56597	candidate	refs/archive/remote/claude/image-mesh	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/image-mesh-animation	7233d9d6d796b0e80f6d5b9eab8160fe7aa1bffa	candidate	refs/archive/remote/claude/image-mesh-animation	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/image-mesh-editor	ed082123fdbc3773f424c30a0bd6a7ebec653e7d	candidate	refs/archive/remote/claude/image-mesh-editor	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/index-version-fallback	64888367563329a00198e64950d878174d626929	candidate	refs/archive/remote/claude/index-version-fallback	tip is the merged PR head, its ancestor, or has an identical complete Git tree; recorded merge commit is contained in audited origin/main
remote	claude/inpoint-handle-grip-fix	dd7a2020a3fea7a995dadaf840b4b451b6c0b9a5	candidate	refs/archive/remote/claude/inpoint-handle-grip-fix	exact tip and full reachable history already contained in audited origin/main
remote	claude/motion-autonomous-batch	7d73c3d36dcd076d1235370312c0827f8291b2c5	candidate	refs/archive/remote/claude/motion-autonomous-batch	exact tip and full reachable history already contained in audited origin/main
